text,date
"we are leveraging the incredible power of american manufacturers and suppliers to make, procure, and deliver crucial medical supplies to our doctors, nurses, and healthcare workers. https://t.co/u7zpjngmaz",2020-04-01 19:23:25-04:00
"“we're at war with covid-19, we're at war with terrorists, and we are at war with the drug cartels . . . we're the united states military and we will defend our country."" —general mark milley, chairman of the joint chiefs https://t.co/hhdpbcgf6b",2020-04-01 19:23:15-04:00
we are fighting the coronavirus on every possible front—and we will achieve total victory with the help of the american people. https://t.co/kaad87lzzf,2020-04-01 19:22:59-04:00
"upon information and belief, iran or its proxies are planning a sneak attack on u.s. troops and/or assets in iraq. if this happens, iran will pay a very heavy price, indeed!",2020-04-01 13:05:30-04:00
"congress must pass the old, and very strongly proven, deductibility by businesses on restaurants and entertainment. this will bring restaurants, and everything related, back - and stronger than ever. move quickly, they will all be saved!",2020-04-01 12:36:30-04:00
will be starting the white house news conference at 5:15 p.m. eastern.,2020-03-31 16:27:41-04:00
"my proposal to the politically correct automobile companies would lower the average price of a car to consumers by more than $3500, while at the same time making the cars substantially safer. engines would run smoother. positive impact on the environment! foolish executives!",2020-03-31 15:52:52-04:00
my administration is helping u.s. auto workers by replacing the failed obama emissions rule. impossible to satisfy its green new deal standard; lots of unnecessary and expensive penalties to car buyers!,2020-03-31 15:51:32-04:00
"great news! american families will now be able to buy safer, more affordable, and environmentally friendly cars with our new safe vehicles rule. get rid of those old, unsafe clunkers. build better and safer american cars and create american jobs. buy american!",2020-03-31 15:50:29-04:00
"with interest rates for the united states being at zero, this is the time to do our decades long awaited infrastructure bill. it should be very big &amp; bold, two trillion dollars, and be focused solely on jobs and rebuilding the once great infrastructure of our country! phase 4",2020-03-31 12:04:24-04:00
"i watched a portion of low rated (very) morning psycho (joe) this morning in order to see what nancy pelosi had to say, &amp; what moves she was planning to further hurt our country. actually, other than her usual complaining that i’m a terrible person, she wasn’t bad. still praying!",2020-03-31 12:04:11-04:00
"donald trump donated his salary to fight the virus, nancy pelosi asked for a raise.  this is all you really need to know.",2020-03-31 11:13:06-04:00
does anyone else find it strange:  just three days after attorney general barr announces the doj will prosecute hoarders  an seiu union in california suddenly “locates” a stockpile of 39 million n95 masks  i’m sure the timing is just a coincidence  🤔,2020-03-31 11:11:54-04:00
"watch: despite looking down at his notes during his tv interview, joe biden was still unable to make any sense. https://t.co/224pc00k4u",2020-03-31 11:11:29-04:00
"boom: @realdonaldtrump obliterates cnn ⬇️  ""i want to keep the country calm.""  the coronavirus ""will go away.""  ""we're going to have a great victory!""  ""people don't want to listen to cnn anymore..."" https://t.co/r5j4h5lmj2",2020-03-31 11:10:19-04:00
congratulations to @markmeadows.  mark is a dedicated public servant.   he'll do a great job for president trump and our country. https://t.co/2cahhgxczj,2020-03-31 11:02:53-04:00
"🚨@ford to produce 50,000 ventilators in michigan in next 100 days; partnering with @gehealthcare #covid19 #covid19updates https://t.co/vumtghetvx https://t.co/uoipsieqkk",2020-03-31 11:00:33-04:00
"on #nationaldoctorsday, we recognize the remarkable men &amp; women who treat their fellow americans, find cures for the diseases &amp; illnesses we face, and never waver in their efforts to treat every patient with the dignity, respect, and empathy they deserve. https://t.co/7progpevtp",2020-03-31 11:00:06-04:00
"our doctors and healthcare professionals are on the front lines of the coronavirus pandemic. our prayers are with you as you fight for us each day. together, we will get through this. thank you for all you do. #nationaldoctorsday",2020-03-31 10:56:54-04:00
cuomo: people are stealing medical supplies from hospitals trump: people are stealing medical supplies from hospitals cuomo: i have no idea what trump is talking about  https://t.co/waodg1ziqa,2020-03-31 10:52:28-04:00
"with interest rates for the united states being at zero, this is the time to do our decades long awaited infrastructure bill. it should be very big &amp; bold, two trillion dollars, and be focused solely on jobs and rebuilding the once great infrastructure of our country! phase 4",2020-03-31 10:48:43-04:00
"i watched a portion of low rated (very) morning psycho (joe) this morning in order to see what nancy pelosi had to say, &amp; what moves she was planning to further hurt our country. actually, other than her usual complaining that i’m a terrible person, she wasn’t bad. still praying!",2020-03-31 09:18:13-04:00
"“new york governor cuomo says president trump has been “very helpful.” @foxandfriends  thank you, everybody is working very hard!",2020-03-31 07:27:06-04:00
white house news conference at 5:00 p.m. eastern. thank you!,2020-03-30 16:50:35-04:00
fema and @realdonaldtrump’s administration are making sure we have the supplies we need to confront coronavirus. https://t.co/lbc6vwy8kn,2020-03-30 07:19:25-04:00
"nancy pelosi and the democrats delayed the workers help/stimulus bill by over a week, trying to add real “junk” into the bill. got some bad things, having nothing to do with those affected by the virus, included. republicans need their votes until we win back the house in 2020!",2020-03-30 07:17:10-04:00
will be interviewed on @foxandfriends at 7:55 a.m. usa strong!,2020-03-30 07:12:32-04:00
will be interviewed on @foxandfriends at 7:55 a.m. usa strong!,2020-03-30 01:15:37-04:00
we issued a new authorization this evening to @battelle for their decontamination system. @us_fda staff have been working nonstop across gov and with the private sector to deliver solutions to the american public.,2020-03-30 00:17:08-04:00
thank you @realdonaldtrump and @stevefda!  @us_fda has now given columbus-based @battelle full approval of the use of new technology to sterilize desperately-needed n95 masks in #ohio and other parts of the united states.,2020-03-30 00:17:00-04:00
will be starting the white house news conference at 5:30 p.m. eastern.,2020-03-29 16:57:55-04:00
"so proud of the @usacehq, @fema, and the federal government for the 2,900 bed hospital they built in 4 days (way ahead of schedule) in the javits center for ny. we are now moving the teams to join others so they can continue to build more hospitals/beds. keep up the great work!",2020-03-29 16:06:35-04:00
thank you very much to ken langone for being a great american and for your wonderful comments on @teamcavuto.,2020-03-29 16:03:36-04:00
"i am a great friend and admirer of the queen &amp; the united kingdom. it was reported that harry and meghan, who left the kingdom, would reside permanently in canada. now they have left canada for the u.s. however, the u.s. will not pay for their security protection. they must pay!",2020-03-29 15:00:26-04:00
...the cbs news poll said 13 percent of republicans trusted the news media for information about the virus.” michael m. grynbaum @nytimes,2020-03-29 13:49:09-04:00
"...alone attracted 6.2 million viewers for the president’s briefing — an astounding number for a 6 p.m. cable broadcast, more akin to the viewership for a popular prime-time sitcom...",2020-03-29 13:48:37-04:00
"...on monday, nearly 12.2 million people watched mr. trump’s briefing on cnn, fox news and msnbc, according to nielsen — ‘monday night football’ numbers. millions more are watching on abc, cbs, nbc and online streaming sites, and the audience is expanding. on monday, fox news...",2020-03-29 13:48:37-04:00
"“president trump is a ratings hit. since reviving the daily white house briefing mr. trump and his coronavirus updates have attracted an average audience of 8.5 million on cable news, roughly the viewership of the season finale of ‘the bachelor.’ numbers are continuing to rise...",2020-03-29 13:48:36-04:00
"because the “ratings” of my news conferences etc. are so high, “bachelor finale, monday night football type numbers” according to the @nytimes, the lamestream media is going crazy. “trump is reaching too many people, we must stop him.” said one lunatic. see you at 5:00 p.m.!",2020-03-29 13:06:20-04:00
polls are showing tremendous disapproval of lamestream media coverage of the virus crisis. the fake news just hasn’t figured that out yet!,2020-03-29 12:53:31-04:00
the lamestream media wants us to fail. that will never happen!,2020-03-29 12:34:16-04:00
"with the courage of our doctors and nurses, with the skill of our scientists and innovators, with the determination of the american people, and with the grace of god, we will win this war. when we achieve this victory, we will emerge stronger and more united than ever before! https://t.co/sfmxkzxdgc",2020-03-29 12:29:45-04:00
"to support the hundreds of millions of americans making tremendous sacrifices on the home front, president @realdonaldtrump signed the $2.2 trillion cares act. https://t.co/pq1kicrtvg",2020-03-29 12:24:33-04:00
"“this great ship behind me is a 70,000-ton message of hope and solidarity to the incredible people of new york.” — president @realdonaldtrump https://t.co/a4cyctcf8i",2020-03-29 12:23:57-04:00
"smart that @realdonaldtrump looked at the data, accurate projections, and nixed the horrid idea of a federal quarantine of the new york-conn.-nj tri-state area.",2020-03-29 12:23:10-04:00
"pelosi can't get away with rewriting history.  in january, democrats were all-consumed with a bogus impeachment.  what was @realdonaldtrump doing?  taking aggressive action to confront coronavirus including china travel restrictions &amp; declaring a public health emergency.",2020-03-29 12:21:53-04:00
"hope the fda can approve mask sterilization equipment asap. as per governor @mikedewine, there is a company in ohio, @battelle, which has equipment that can sterilize masks quickly.",2020-03-29 12:12:52-04:00
"“with the tax cuts and new trade deals, we were set for a tremendous growth rate this year.... and then the virus came along.” @larry_kudlow  @mariabartiromo we were breaking all records, especially on employment. it will all come roaring back again, and fast!",2020-03-29 12:07:34-04:00
"#popefrancis delivers an extraordinary blessing “to the city and to the world” to pray for an end to the covid-19 #coronavirus pandemic, and reflects on jesus’ words to his disciples: “why are you afraid? have you no faith?” https://t.co/orhcxn47bu",2020-03-29 10:48:35-04:00
the firing of andrew mccabe is a rare example of someone being held accountable in washington.  i hope the ig issues his report soon. https://t.co/3gabuvncl1,2020-03-29 10:34:34-04:00
@freep albom's softball interview with whitmer this past friday (am 760 wjr) was horrific.  wasn't sure what was more disturbing: whitmer not being quite sure whether she is in charge of the state's response or albom not knowing the difference between state and federal government.,2020-03-29 10:29:27-04:00
will be doing a press conference today at 5:00 p.m. the white house. people are working harder than i have ever seen people work. it is a beautiful thing to watch!,2020-03-29 10:01:57-04:00
thank you @potus @realdonaldtrump for signing the cares act right away and for your leadership throughout this entire process.  i urge the administration to implement this package as quickly as possible.  the lives of countless americans depend on it. #covid19 https://t.co/enamjjl1oc https://t.co/legnze5m1r,2020-03-28 23:30:20-04:00
"“the ship behind me is a 70,000 ton msg of hope &amp; solidarity to the incredible people of ny: we are here for you, we are fighting for you, and we are with you all the way. you have the unwavering support of the entire nation, the entire gov, &amp; the entire american people.” @potus https://t.co/wblctdlgl9",2020-03-28 23:29:08-04:00
"domestic travel advisory: due to extensive community transmission of #covid19 in new york, new jersey, and connecticut, cdc urges residents to refrain from non-essential domestic travel for 14 days effective immediately.  read more: https://t.co/fdvmsvohg8 https://t.co/dxrzgmvxx1",2020-03-28 23:28:17-04:00
....federal government. a quarantine will not be necessary. full details will be released by cdc tonight. thank you!,2020-03-28 20:19:31-04:00
"on the recommendation of the white house coronavirus task force, and upon consultation with the governor’s of new york, new jersey and connecticut, i have asked the @cdcgov to issue a strong travel advisory, to be administered by the governors, in consultation with the....",2020-03-28 20:19:25-04:00
"i am giving consideration to a quarantine of developing “hot spots”, new york, new jersey, and connecticut. a decision will be made, one way or another, shortly.",2020-03-28 13:31:58-04:00
"....very often fake news. lamestream media should be forced to reveal sources, very much as they did in the long ago past. if they did that, the media would be trusted again, and fake news would largely be a thing of the past!",2020-03-28 10:16:02-04:00
"one of the reasons that fake news has become so prevalent &amp; far reaching is the fact that corrupt “journalists” base their stories on sources that they make up in order to totally distort a narrative or story. when you see, “five sources say”, don’t believe the story, it is....",2020-03-28 08:33:28-04:00
"so much of the lamestream media is writing and broadcasting stories with facts that are made up and knowingly wrong. they are doing it by quoting unnamed sources that simply do not exist. these are very dangerous &amp; corrupt people, who will do anything to win. name your sources!",2020-03-28 08:13:36-04:00
awesome to see our team still working hard for @realdonaldtrump  — stay safe everybody! 🇺🇸 https://t.co/lpoy3u82pt,2020-03-28 00:48:51-04:00
"today, president @realdonaldtrump signed into the law the #caresact which will help small businesses stay open, help workers keep their jobs, and provide relief for distressed industries as our country faces the threat of the coronavirus together. https://t.co/oxtg6rqs4o",2020-03-28 00:47:53-04:00
"today president @realdonaldtrump signed the #caresact,the single largest economic relief package in 🇺🇸history. potus has &amp; always will put america’s workers,small businesses &amp; families first.  in these unprecedented times,we come together as one nation to overcome #covid19. 📷|ap https://t.co/upeuupusqd",2020-03-28 00:47:19-04:00
"president @realdonaldtrump’s message to young americans: you are a citizen of the greatest country anywhere in the world, we are winning the battle and we’re going to win the war https://t.co/rge9qdwwjd",2020-03-28 00:46:22-04:00
they’re not happy because ⁦@realdonaldtrump⁩ is speaking directly to american people during a crisis and getting strong approval ratings for his handling of this. https://t.co/92xmmrppxr,2020-03-28 00:46:11-04:00
"trump-haters clearly  frustrated that the american people-many of whom did not vote for him-approve of the epic job @realdonaldtrump is doing to mitigate the #coronavirus catastrophe. he’s flamboyant &amp; unrestrained, but he’s like general patton, the right warrior for the fight.",2020-03-28 00:45:15-04:00
"@realdonaldtrump 🇺🇸 we've seen the greatest mobilization of industry since world war ii  president @realdonaldtrump is leading a war on #coronavirus  dr. rich mccormick @richforga says, ""we ramped-up against the enemy in #ww2, we'll win against coronavirus too!""⤵️https://t.co/mktsaqc04d",2020-03-28 00:25:36-04:00
"such fake reporting by the @nytimes, @washingtonpost, @cnn &amp; others. they use a small portion of a sentence out of a full paragraph in order to demean. they really are corrupt and disgusting. no wonder the media is, according to polls, record setting low &amp; untrusted.  #maga",2020-03-28 00:21:32-04:00
"i love michigan, one of the reasons we are doing such a great job for them during this horrible pandemic. yet your governor, gretchen “half” whitmer is way in over her head, she doesn’t have a clue. likes blaming everyone for her own ineptitude! #maga",2020-03-27 22:29:57-04:00
can't say enough wonderful things about @trish_regan - one of the few conservatives in cable television. she's a great patriot and great friend.,2020-03-27 20:54:50-04:00
"🚨 help is on the way. 🚨  president @realdonaldtrump just signed the coronavirus aid, relief &amp; economic security act into law.  this is a rescue operation for the american people.  ↓ here's what it does ↓ https://t.co/yxys2wwruh",2020-03-27 16:39:16-04:00
news conference live from the @whitehouse today. 5:30 p.m. eastern!,2020-03-27 16:32:53-04:00
today #usnsmercy arrived @portofla to serve as a referral hospital for patients not infected with #covid19 - handling overflow of acute trauma cases &amp; other urgent needs allowing shore-based hospitals to focus medical care resources on the treatment of #coronavirus patients. https://t.co/14wkfteezp,2020-03-27 14:33:07-04:00
"huge thanks to @apple! together with the white house, @cdcgov &amp; @fema, apple launched a covid19 screening tool that guides users through questions about symptoms and exposure, using cdc guidance to help determine steps they should take, including testing.  https://t.co/cn7go3svkg",2020-03-27 13:51:36-04:00
thousand of federal government (delivered) ventilators found in new york storage. n.y. must distribute now!,2020-03-27 11:50:15-04:00
"will someone please explain to the fake news new york times (all the news that’s not fit to print) that the democrats make it almost impossible for us to fill positions within government. they “maximum” delay even the best candidates, including judges, leaving little time!",2020-03-27 11:45:21-04:00
we have just purchased many ventilators from some wonderful companies. names and numbers will be announced later today!,2020-03-27 11:31:33-04:00
invoke “p” means defense production act!,2020-03-27 11:29:32-04:00
"general motors must immediately open their stupidly abandoned lordstown plant in ohio, or some other plant, and start making ventilators, now!!!!!!  ford, get going on ventilators, fast!!!!!!  @generalmotors  @ford",2020-03-27 11:23:53-04:00
"as usual with “this” general motors, things just never seem to work out. they said they were going to give us 40,000 much needed ventilators, “very quickly”. now they are saying it will only be 6000, in late april, and they want top dollar. always a mess with mary b. invoke “p”.",2020-03-27 11:16:07-04:00
"by empowering the radical left democrats, do nothing kentucky politician @repthomasmassie is making their war on the 2nd amendment more and more difficult to win (but don’t worry, we will win anyway!). he is a disaster for america, and for the great state of kentucky!",2020-03-27 10:13:05-04:00
"...&amp; costly. workers &amp; small businesses need money now in order to survive. virus wasn’t their fault. it is “hell” dealing with the dems, had to give up some stupid things in order to get the “big picture” done. 90% great! win back house, but throw massie out of republican party!",2020-03-27 09:44:50-04:00
"looks like a third rate grandstander named @repthomasmassie, a congressman from, unfortunately, a truly great state, kentucky, wants to vote against the new save our workers bill in congress. he just wants the publicity. he can’t stop it, only delay, which is both dangerous......",2020-03-27 09:44:49-04:00
just finished a very good conversation with president xi of china. discussed in great detail the coronavirus that is ravaging large parts of our planet. china has been through much &amp; has developed a strong understanding of the virus. we are working closely together. much respect!,2020-03-27 01:19:02-04:00
our great oil &amp; gas industry is under under seige after having one of the best years in recorded history. it will get better than ever as soon as our country starts up again. vital that it does for our national security!,2020-03-26 19:06:28-04:00
"thank you to the american people for continuing to practice social distancing.   by staying home, you are saving lives. https://t.co/tdykxhiyox",2020-03-26 19:01:08-04:00
will be going out in 10 minutes for the press conference.,2020-03-26 16:57:15-04:00
"i will be doing a news conference live from the @whitehouse at 5:00 p.m. (eastern) to discuss the mtg of the g20 leaders that took place this morning at 7:55 a.m. by world teleconference. also, my 12:00 p.m. teleconference call w/50 governors, plus territories, will be discussed.",2020-03-26 11:36:38-04:00
96-0 in the united states senate. congratulations america!,2020-03-26 00:48:58-04:00
"....i have been packed all day with meetings, i have no time for stupidity. we’re working around the clock to keep america safe!",2020-03-25 17:41:27-04:00
"i hear that fake news cnn just reported that i am isolated in the white house, wondering out loud, “when will life return to normal?” does anybody really believe that? there was no leak, they made it up – they are corrupt &amp; fake news....",2020-03-25 17:41:26-04:00
the lamestream media is the dominant force in trying to get me to keep our country closed as long as possible in the hope that it will be detrimental to my election success. the real people want to get back to work asap.  we will be stronger than ever before!,2020-03-25 16:04:56-04:00
"congratulations to prime minister abe of japan, and the ioc, on their very wise decision to present the olympics in 2021. it will be a great success, and i look forward to being there!",2020-03-25 10:54:47-04:00
"the four hospitals that we (fema) are building in nyc at the javits convention center are moving along very well, ahead of schedule. many additional ventilators also delivered. good conversation with governor cuomo!",2020-03-25 10:49:56-04:00
"just reported that the united states has done far more “testing” than any other nation, by far! in fact, over an eight day span, the united states now does more testing than what south korea (which has been a very successful tester) does over an eight week span. great job!",2020-03-25 10:44:17-04:00
"gallup poll shows strong 60% approval of president @realdonaldtrump's handling of virus crisis:   overall job approval rating up to 49%, despite only 13% democratic support https://t.co/cemtxxk6zm #maga #americafirst",2020-03-25 07:49:30-04:00
"‘ya gotta admire the hypocrisy (and stupidity) of adam schiff. it’s okay for him to assert a government privilege. but when trump does it, it’s an article of impeachment. schiff reminds me of what holden caulfield said, “all morons hate it when you call them a moron.” so let’s. https://t.co/a43bpiazeg",2020-03-25 07:48:47-04:00
"why did npr only pick the low end to “fact check” trump, while ignoring the high end?  the washington post split the difference and placed flu deaths at 46,000.  https://t.co/smmtcgupfw",2020-03-25 07:44:43-04:00
"""this crisis has underscored just how critical it is to have strong borders and a robust manufacturing sector."" https://t.co/cgcuconky1",2020-03-25 07:20:53-04:00
⁦real leadership: @realdonaldtrump⁩ says there's 'light at the end of the tunnel' as white house pitches $6t coronavirus stimulus package #maga #americafirst #dobbs  https://t.co/bwpnrlpjcd,2020-03-25 07:17:25-04:00
"i am working very hard to help new york city &amp; state. dealing with both mayor &amp; governor and producing tremendously for them, including four new medical centers and four new hospitals. fake news that i won’t help them because i don’t like cuomo (i do). just sent 4000 ventilators!",2020-03-25 06:40:52-04:00
"after his telephone talks with ioc president bach, pm abe spoke to the press and explained that the two have agreed that the tokyo olympic games would not be cancelled, and the games will be held by the summer of 2021. https://t.co/ihe8to2g3r",2020-03-25 06:25:25-04:00
“president trump’s decision to very early on restrict travel from china saved tens of thousands of lives.”  @loudobbs @foxbusiness,2020-03-25 06:14:23-04:00
underway - steaming to assist! #usnsmercy departs naval base san diego in support of the nation's #covid19 response efforts.  read more: https://t.co/a748gkdgho https://t.co/7pxeker7am,2020-03-24 17:42:37-04:00
"usns mercy is underway.  check out this infographic to learn about the capabilities of #usnavy hospital ships, #usnscomfort and #usnsmercy being deployed to assist in covid-19 response efforts. #coronavirus #covid19   read more: https://t.co/3akk8ixijh https://t.co/6fluezvmey",2020-03-24 17:42:29-04:00
"price transparency is so important for the people of our country. in many ways, it will prove to be as important as healthcare itself. a great issue for both republicans and democrats. hopefully it will be approved!",2020-03-24 15:08:11-04:00
will be doing a town hall on @foxnews at 12:05 p.m. (now). i will go on around 1:00 p.m. enjoy!,2020-03-24 12:04:37-04:00
"our people want to return to work. they will practice social distancing and all else, and seniors will be watched over protectively &amp; lovingly. we can do two things together. the cure cannot be worse (by far) than the problem! congress must act now. we will come back strong!",2020-03-24 10:16:34-04:00
"congress must approve the deal, without all of the nonsense, today. the longer it takes, the harder it will be to start up our economy. our workers will be hurt!",2020-03-24 08:45:18-04:00
this is not about the ridiculous green new deal. it is about putting our great workers and companies back to work!,2020-03-24 08:04:25-04:00
"the defense production act is in full force, but haven’t had to use it because no one has said no! millions of masks coming as back up to states.",2020-03-24 08:00:33-04:00
"hey @thedemocrats, what does the kennedy center have to do with covid-19?  asking for 327 million friends https://t.co/f10igzdlos",2020-03-24 07:42:02-04:00
when nancy pelosi receives a bill that will expedite relief to american workers but doesn't fund the kennedy center: https://t.co/gwv1yyzhta,2020-03-24 07:40:55-04:00
"@kirstiealley @realdonaldtrump love you kirstie, don't be afraid to speak your mind!! @potus has done an a amazing job protecting the american people!!",2020-03-24 07:34:41-04:00
r. e. s. p. e. c. t. lol. #quaratinelife https://t.co/8m1tfmyw67,2020-03-24 07:06:14-04:00
"""the chance of dying is ... about 0.45 percent – very far from the world health organization’s [global mortality] figure of 3.4 percent.""  https://t.co/ve4jsiqo7k",2020-03-24 07:01:03-04:00
"dr. birx is a sober, professional thinker and analyst. i feel confident having her as an essential part of our team.",2020-03-24 06:48:30-04:00
voter fraud by democrats is the second most dangerous thing to happen to america since this virus. https://t.co/hxfkbf4zwp,2020-03-24 06:38:49-04:00
"the world market for face masks and ventilators is crazy. we are helping the states to get equipment, but it is not easy. just got 400 ventilators for @nycmayor bill de blasio. work beginning on 4 hospitals in new york! millions of different type items coming!",2020-03-24 06:14:36-04:00
trump derangement syndrome. just a guess. https://t.co/m7fjfmjs4j,2020-03-24 00:30:34-04:00
president @realdonaldtrump just signed an eo to prevent hoarding &amp; price gouging of supplies needed in our war against the #coronavirus. this sends a strong message – we will not let those hoarding vital supplies &amp; price gougers to harm the health of america in this hour of need. https://t.co/eksxqovknm,2020-03-24 00:29:07-04:00
"a message for schumer &amp; pelosi:  ""this should not be a time for political agendas, but rather one for focusing solely and squarely on the needs of the american people."" – @realdonaldtrump https://t.co/4bskmcyekk",2020-03-24 00:27:32-04:00
"""i’ll work with anybody to help the american people and the american worker — i don’t care who it is."" -- donald trump, at presser, asked about allies in the fight against covid-19 @realdonaldtrump",2020-03-24 00:26:47-04:00
pres signed two broadband bills today: -requires pres to ensure security of 5g and subsequent generation cell phone technology -requires fcc to issue rules on collection of data by broadband services.,2020-03-24 00:26:12-04:00
we must all do our part to #slowthespread! #togetherapart #socialdistancing #stayathome #workfromhome #stopthespread #flattenthecurve #covidー19 #covid_19 #coronavirus https://t.co/qju3gxbejd,2020-03-24 00:23:51-04:00
"our experience suggests that hydroxychloroquine should be a first-line treatment for covid-19. we can use it to save lives and prevent others from becoming infected, write @drjeffcolyer and daniel hinthorn https://t.co/cnmfkwryjd",2020-03-24 00:10:05-04:00
@bdomenech people are dying and the dems do this. it's literally the definition of evil. we've never seen a crisis like this before and they are funneling millions to their friends while withholding funds to people that actually need the resources.,2020-03-23 23:56:28-04:00
blaming trump for someone ingesting fish tank cleaner is a new level of trump derangement syndrome.,2020-03-23 23:52:59-04:00
the hill/harrisx: 61% to 39% approval rating on handling of coronavirus situation. thank you!,2020-03-23 23:43:45-04:00
republicans had a deal until nancy pelosi rode into town from her extended vacation. the democrats want the virus to win? they are asking for things that have nothing to do with our great workers or companies. they want open borders &amp; green new deal. republicans shouldn’t agree!,2020-03-23 23:33:07-04:00
"....us since the beginning of this crisis.” they meant the opposite? forgot to mention that i closed our country to china (and europe) very early, long before it was considered acceptable to do so. sleepy joe said i was “xenophobic”, but i saved thousands of lives! fake news!",2020-03-23 22:44:49-04:00
"this is the way the @nytimes finished a story on me. “you can see the contrast between the steady, assured, informed and strong leadership that vp biden (sleepy joe) has shown, and the bungling, chaotic and dishonest start-stop approach that mr. (not pres.) trump has shown....",2020-03-23 22:44:48-04:00
"a climate change study on aviation to combat #covidー19? is this a joke, @speakerpelosi?    how does that help average americans right now?   outrageous. https://t.co/9iaaua2jua",2020-03-23 22:30:04-04:00
"here is what @senschumer and @speakerpelosi are blocking:  $1,200-pp, $2,400-couple, $500-child $250 billion-unemployment insurance $350 b-small business loan program $100 b-hospitals $11 b-vaccines $4.5 b-cdc $20 b-veterans healthcare $12 b-k12 education $5 b-fema $10 b-airports https://t.co/mtuuh0esxt",2020-03-23 22:28:53-04:00
"....is not their fault in any way, shape, or form. they are working closely with us to get rid of it. we will prevail together!",2020-03-23 17:31:20-04:00
"it is very important that we totally protect our asian american community in the united states, and all around the world. they are amazing people, and the spreading of the virus....",2020-03-23 17:31:19-04:00
"we cannot let the cure be worse than the problem itself. at the end of the 15 day period, we will make a decision as to which way we want to go!",2020-03-23 11:06:12-04:00
"the new york times changed headlines 3 times in order to satisfy the radical left. what should have been a good story got “worse &amp; worse”, until the headline alone made it very unfair. fake &amp; corrupt news that is very dangerous for our country!",2020-03-23 10:28:42-04:00
this is why we need borders!,2020-03-23 10:16:00-04:00
".@potus signed the bipartisan families first coronavirus response act last night to support americans affected by covid-19. the bill includes paid family and sick leave for employees of small businesses, and dollar for dollar reimbursement for the businesses providing the leave.",2020-03-23 08:47:09-04:00
thank you @walmartinc for taking extraordinary measures to support american workers. you are a shining example of american greatness. #togetherapart https://t.co/o4fftxtndk,2020-03-23 08:46:57-04:00
"we truly have the best volunteers.  our grassroots army made a stunning 1.5 million phone calls on saturday alone.  in addition to highlighting @realdonaldtrump’s unprecedented efforts, they encouraged voters to visit @cdcgov’s website and follow guidance.  thank you! #leadright",2020-03-23 08:43:22-04:00
"⚠️ thread: president @realdonaldtrump took decisive action from the beginning to protect americans from the chinese coronavirus.    while democrats &amp; the media were obsessed with impeachment, president trump was focused on americans' health.   check out the timeline:",2020-03-23 08:41:52-04:00
msnbc at coronavirus presser: you were not prepared in beginning of outbreak of virus.   trump: in the beginning when i halted flights from china it was your network that called me racist for doing so.   he called them out like a boss,2020-03-23 08:41:01-04:00
senator rand paul has tested positive for covid-19. he is feeling fine and is in quarantine. he is asymptomatic and was tested out of an abundance of caution due to his extensive travel and events. he was not aware of any direct contact with any infected person.,2020-03-23 08:32:55-04:00
chinese communist regime still claims only a couple of hundred people died in tiananmen square massacre. why would anyone take covid19 figures it puts out at face value?,2020-03-23 08:32:31-04:00
"when joe biden eventually comes out of hiding, he needs to start answering questions about the deals that enriched his family while he served as vp--including via china. no bs prerecorded, edited interviews.  real questions broadcast live.  otherwise, he should drop out.",2020-03-23 08:32:07-04:00
"sen. mitch mcconnell is losing patience with democrats (and pelosi!) on the cares act, blaming them for ""fiddling with the emotions of the american people... the markets... healthcare of the american people."" he looks and sounds pissed. you don't see that from him most days. https://t.co/mjjbnzmoca",2020-03-23 08:30:55-04:00
enemy of the people.   it's never been more clear... https://t.co/wz7ms5eawt,2020-03-23 08:29:06-04:00
president trump and ny governor cuomo are demonstrating to the nation how to work together--and leave the politics aside.  both leaders are putting their citizens ahead of their political interests.   congress should take note.,2020-03-23 08:26:37-04:00
"never forget --   while joe biden was giving hunter a ride to china on air force two to close a $1.5 billion deal with our biggest threat, trump was looking out for america. https://t.co/0abdhe9qxm",2020-03-23 08:25:07-04:00
surprise!  destruction of the economy leads to less traffic and pollution. https://t.co/yuggw6wmyr,2020-03-23 08:24:32-04:00
we are in the middle of an international pandemic and the democrats’ lead candidate has literally disappeared from the face of the earth. is this a preview of how he would lead. it’s truly terrifying. “joe!” #whereisjoebiden  #joebiden #wuhancoronavirus https://t.co/erocfrxdz0,2020-03-23 08:22:09-04:00
"@realdonaldtrump correct. 15 days, then we keep the high risk groups protected as necessary and the rest of us go back to work.",2020-03-23 08:15:06-04:00
so we are all basically on house arrest but they are letting the prisoners out? sounds like a brilliant idea.,2020-03-23 08:02:54-04:00
flatten the curve not the economy,2020-03-23 08:01:44-04:00
@lrihendry @realdonaldtrump 15 days. then we isolate the high risk groups and the rest of us get back to work before it’s all over for everyone!! #landslide2020,2020-03-23 08:01:00-04:00
@realdonaldtrump thank you president trump!,2020-03-23 08:00:43-04:00
@realdonaldtrump the fear of the virus cannot collapse our economy that president trump has built up.    we the people are smart enough to keep away from others if we know that we are sick or they are sick!  after 15 days are over the world can begin to heal!,2020-03-23 08:00:39-04:00
@realdonaldtrump exactly. governors and local officials should let people out of their homes before they let criminals out of the jails.,2020-03-23 07:57:24-04:00
"we will be guided by the wishes of prime minister abe of japan, a great friend of the united states and a man who has done a magnificent job on the olympic venue, as to attending the olympic games in japan. he will make the proper decision!",2020-03-23 07:53:55-04:00
